dose	dose_unit	time	time_unit	pc	IRS_per_vol	nad	nadh	nadh_nad	nadh_ratio	atp	fbp_dhap_grap	g6p	adp	atp_adp	atp_ratio	dhap	lac	pyr	pg3	f26bp	pep	pg2	f6p	fbp	grap	phos	unit	measurement	species	study	experiment
30.0	mM 	4.4	min	3.0	0.03455227382737728																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	4.5	min	3.0	0.03438378857138304																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	4.6	min	3.0	0.03413425977453032																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	4.700000000000001	min	3.0	0.033891129151956814																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	4.800000000000001	min	3.0	0.0336447994422437																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	4.9	min	3.0	0.033397403370150416																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.0	min	3.0	0.03315853819709575																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.1	min	3.0	0.03285782400601694																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.200000000000001	min	3.0	0.03251978713164873																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.300000000000001	min	3.0	0.032270258334796964																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.4	min	3.0	0.03194181872184615																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.5	min	3.0	0.031629374544591																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.6	min	3.0	0.03137024848632136																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.700000000000001	min	3.0	0.031032211611952687																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.800000000000001	min	3.0	0.030709103810900897																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	5.9	min	3.0	0.030373199661292115																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.000000000000002	min	3.0	0.030106609066364507																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.1	min	3.0	0.02986774389330937																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.200000000000001	min	3.0	0.0295435697298774																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.299999999999999	min	3.0	0.02921726284168601																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.4	min	3.0	0.028880292329697514																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.500000000000002	min	3.0	0.028614768097149617																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.6	min	3.0	0.028388699272651006																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.700000000000001	min	3.0	0.02808905144395238																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.799999999999999	min	3.0	0.027854451720416083																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	6.9	min	3.0	0.027601723836424712																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.000000000000002	min	3.0	0.027430039493291335																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.1	min	3.0	0.027266886049195638																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.200000000000001	min	3.0	0.027102666242720234																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.299999999999999	min	3.0	0.026940579161004244																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.4	min	3.0	0.02676676209311145																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.500000000000002	min	3.0	0.026660125855140403																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.6	min	3.0	0.026476711525830213																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.700000000000001	min	3.0	0.02627836812320407																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.799999999999999	min	3.0	0.02612481194052577																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	7.9	min	3.0	0.0258827476803315																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.000000000000002	min	3.0	0.02563001979634013																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.1	min	3.0	0.02530584563290816																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.200000000000001	min	3.0	0.02492195517621241																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.299999999999999	min	3.0	0.02448794568767026																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.4	min	3.0	0.024136046102365822																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.500000000000002	min	3.0	0.02371270023762078																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.6	min	3.0	0.023360800652316337																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.700000000000001	min	3.0	0.023113404580223523																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.799999999999999	min	3.0	0.022791363141550974																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	8.9	min	3.0	0.02263140878459441																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.000000000000002	min	3.0	0.022499179849510314																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.1	min	3.0	0.02251410892282626																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.2	min	3.0	0.02251410892282626																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.3	min	3.0	0.022498113487130603																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.4	min	3.0	0.022622877885556725																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.500000000000002	min	3.0	0.022726315036388636																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.6	min	3.0	0.022804159490107494																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.7	min	3.0	0.022964113847064063																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.8	min	3.0	0.02304089193840321																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	9.9	min	3.0	0.023119802754501786																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.000000000000002	min	3.0	0.023232837166750616																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.1	min	3.0	0.02340452150988447																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.2	min	3.0	0.023566608591600452																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.3	min	3.0	0.02373082839807586																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.4	min	3.0	0.023893981842171553																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.500000000000002	min	3.0	0.02405606892388754																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.6	min	3.0	0.024145643363783213																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.7	min	3.0	0.024299199546461044																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.8	min	3.0	0.024375977637800667																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	10.9	min	3.0	0.02442503030726735																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.000000000000002	min	3.0	0.02441330032109006																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.1	min	3.0	0.024431428481545607																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.2	min	3.0	0.024290668647423835																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.3	min	3.0	0.024200027845147975																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.4	min	3.0	0.024117917941910743																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.500000000000002	min	3.0	0.0240315425891542																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.6	min	3.0	0.02398568900682618																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.7	min	3.0	0.023901446378829527																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.8	min	3.0	0.023903579103588948																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	11.9	min	3.0	0.023986755369206362																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.000000000000002	min	3.0	0.02402727713963536																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.1	min	3.0	0.024185098771832503																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.2	min	3.0	0.024349318578307907																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.3	min	3.0	0.02451887019668139																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.4	min	3.0	0.024774797167812366																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.500000000000002	min	3.0	0.02498913600613416																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.6	min	3.0	0.02517788214734291																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.7	min	3.0	0.025442340017511094																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.8	min	3.0	0.025623621622061866																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	12.9	min	3.0	0.025847557721801057																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.000000000000002	min	3.0	0.02609815288103301																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.1	min	3.0	0.02626557177464755																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.2	min	3.0	0.026519366021018627																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.3	min	3.0	0.026739036671238975																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.4	min	3.0	0.02692351736292888																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.500000000000002	min	3.0	0.027186908870717355																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.6	min	3.0	0.027378854099065233																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.7	min	3.0	0.027538808456021798																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.8	min	3.0	0.027703028262497202																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	13.9	min	3.0	0.02786724806897261																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.000000000000002	min	3.0	0.028032534237827724																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.1	min	3.0	0.028181824970987184																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.2	min	3.0	0.028256470337566914																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.3	min	3.0	0.028340712965564036																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.4	min	3.0	0.028421756506421557																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.500000000000002	min	3.0	0.028503866409659732																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.6	min	3.0	0.028584909950517726																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.7	min	3.0	0.028668086216135136																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.8	min	3.0	0.028752328844132265																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	14.9	min	3.0	0.0289197477377468																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.000000000000002	min	3.0	0.029077569369943945																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.1	min	3.0	0.029268448235912112																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.2	min	3.0	0.029530773381320874																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.3	min	3.0	0.029718453160149913																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.4	min	3.0	0.029934924723230654																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.500000000000002	min	3.0	0.030189785331981918																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.6	min	3.0	0.030358270587976167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.7	min	3.0	0.03051609222017331																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.8	min	3.0	0.030600334848170433																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	15.9	min	3.0	0.030631259357182035																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.0	min	3.0	0.030580073962955936																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.1	min	3.0	0.030502229509237075																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.200000000000003	min	3.0	0.03033374425324283																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.299999999999997	min	3.0	0.030101277254465954																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.4	min	3.0	0.02992852654895239																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.5	min	3.0	0.029685395926378887																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.6	min	3.0	0.02945079620284259																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.700000000000003	min	3.0	0.029286576396366715																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.799999999999997	min	3.0	0.029156480186042517																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	16.9	min	3.0	0.029030649425236685																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.0	min	3.0	0.028954937696276772																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.1	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.200000000000003	min	3.0	0.02896880040721348																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.299999999999997	min	3.0	0.028892022315874327																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.4	min	3.0	0.02889735412777288																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.5	min	3.0	0.02897093313197243																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.6	min	3.0	0.028962402232935218																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.700000000000003	min	3.0	0.02896560132007435																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.799999999999997	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	17.9	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.0	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.1	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.200000000000003	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.3	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.4	min	3.0	0.028964534957694167																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.5	min	3.0	0.0289677340448333																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.6	min	3.0	0.02895173860913764																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.700000000000003	min	3.0	0.029050910310450713																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.8	min	3.0	0.029202333768370062																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	18.9	min	3.0	0.02956702970223103																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.0	min	3.0	0.029976512856039833																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.1	min	3.0	0.030636591169080588																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.200000000000003	min	3.0	0.03145982292621657																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.3	min	3.0	0.03227985559621436																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.4	min	3.0	0.033074295569098154																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.5	min	3.0	0.03377169656542925																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.6	min	3.0	0.03434753225047288																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.700000000000003	min	3.0	0.03459706104732512																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.8	min	3.0	0.034562937451174384																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	19.9	min	3.0	0.03401162810086409																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.0	min	3.0	0.0330817601057566																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.1	min	3.0	0.031697621736892466																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.200000000000003	min	3.0	0.02998824284221665																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.3	min	3.0	0.02797068521980452																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.4	min	3.0	0.026113081954348954																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.5	min	3.0	0.02285747760909302																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.6	min	3.0	0.0210766524349766																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
30.0	mM 	20.700000000000003	min	3.0	0.019381136251237024																						mM/min 	rate	mouse	Alcazar2019_Etc11	Experiment25
																															
11.1	mM 	0.0	min	1.67		0.5537229786279101																					mM 	concentration	rat	Ammon1979_Etc12	Experiment26
11.1	mM 	60.0	min	1.67		0.8142182715292179																					mM 	concentration	rat	Ammon1979_Etc12	Experiment26
																															
2.4	mM 	0.0	min	2.4			0.14897704482305282																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
2.4	mM 	2.0	min	2.4			0.18208220840740597																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
2.4	mM 	5.0	min	2.4			0.1748685429876219																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
2.4	mM 	10.0	min	2.4			0.18180798247803717																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
2.4	mM 	20.0	min	2.4			0.1530371120550959																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
2.4	mM 	23.0	min	2.4			0.16478312269639234																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
2.4	mM 	30.0	min	2.4			0.15743234431192388																				mM 	concentration	rat	Trus1980_Etc113	Experiment27
																															
2.4	mM 	0.0	min	2.4			0.1529555568174777																				mM 	concentration	rat	Trus1980_Etc129	Experiment28
2.4	mM 	2.0	min	2.4			0.18587168331371304																				mM 	concentration	rat	Trus1980_Etc129	Experiment28
2.4	mM 	5.0	min	2.4			0.180419393300133																				mM 	concentration	rat	Trus1980_Etc129	Experiment28
2.4	mM 	10.0	min	2.4			0.1961812472814832																				mM 	concentration	rat	Trus1980_Etc129	Experiment28
2.4	mM 	20.0	min	2.4			0.15743234431192388																				mM 	concentration	rat	Trus1980_Etc129	Experiment28
																															
4.0	mM 	0.0	min	4.0			0.16881669961291088																				mM 	concentration	rat	Trus1979_Etc93	Experiment29
4.0	mM 	0.5	min	4.0			0.12547362310522964																				mM 	concentration	rat	Trus1979_Etc93	Experiment29
4.0	mM 	1.0	min	4.0			0.13863117741358583																				mM 	concentration	rat	Trus1979_Etc93	Experiment29
4.0	mM 	3.0	min	4.0			0.16301107923899152																				mM 	concentration	rat	Trus1979_Etc93	Experiment29
4.0	mM 	30.0	min	4.0			0.17814087778920504																				mM 	concentration	rat	Trus1979_Etc93	Experiment29
																															
8.6	mM 	0.0	min	2.4			0.1538961466659321																				mM 	concentration	rat	Trus1980_Etc130	Experiment30
8.6	mM 	2.0	min	2.4			0.2062985421129139																				mM 	concentration	rat	Trus1980_Etc130	Experiment30
8.6	mM 	10.0	min	2.4			0.22952061865279713																				mM 	concentration	rat	Trus1980_Etc130	Experiment30
8.6	mM 	20.0	min	2.4			0.23123111885391148																				mM 	concentration	rat	Trus1980_Etc130	Experiment30
																															
11.1	mM 	0.0	min	1.67			0.1496377268164911																				mM 	concentration	rat	Ammon1979_Etc13	Experiment31
11.1	mM 	60.0	min	1.67			0.25563111664483895																				mM 	concentration	rat	Ammon1979_Etc13	Experiment31
																															
14.5	mM 	0.0	min	2.4			0.1721279455230607																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
14.5	mM 	2.0	min	2.4			0.2842718433553423																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
14.5	mM 	5.0	min	2.4			0.25130283995872266																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
14.5	mM 	10.0	min	2.4			0.3304953366385889																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
14.5	mM 	20.0	min	2.4			0.29726229957888956																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
14.5	mM 	23.0	min	2.4			0.3573563612959508																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
14.5	mM 	30.0	min	2.4			0.2831805042146103																				mM 	concentration	rat	Trus1980_Etc114	Experiment32
																															
16.0	mM 	0.0	min	4.0			0.10966240464839037																				mM 	concentration	rat	Trus1979_Etc94	Experiment33
16.0	mM 	0.5	min	4.0			0.11008344284087514																				mM 	concentration	rat	Trus1979_Etc94	Experiment33
16.0	mM 	1.0	min	4.0			0.19404447325371385																				mM 	concentration	rat	Trus1979_Etc94	Experiment33
16.0	mM 	3.0	min	4.0			0.13443749486047438																				mM 	concentration	rat	Trus1979_Etc94	Experiment33
16.0	mM 	30.0	min	4.0			0.2931147599454448																				mM 	concentration	rat	Trus1979_Etc94	Experiment33
																															
11.1	mM 	0.0	min	1.67				0.7144705693066575																			mM 	concentration	rat	Ammon1979_Etc14	Experiment34
11.1	mM 	60.0	min	1.67				1.0685584065181069																			mM 	concentration	rat	Ammon1979_Etc14	Experiment34
																															
11.1	mM 	0.0	min	1.67					0.3257353823776721																		dimensionless	concentration	rat	Ammon1979_Etc15	Experiment35
11.1	mM 	60.0	min	1.67					0.38002461277395083																		dimensionless	concentration	rat	Ammon1979_Etc15	Experiment35
																															
0.0	mM 	0.0	min							3.937312606878214																	mM 	concentration	mouse	Ashcroft1973_Etc16	Experiment36
0.0	mM 	20.849799367704243	min							3.424763036752056																	mM 	concentration	mouse	Ashcroft1973_Etc16	Experiment36
0.0	mM 	55.7415795233463	min							2.9898724924025886																	mM 	concentration	mouse	Ashcroft1973_Etc16	Experiment36
																															
1.0	mM 	0.0	min	1.0						3.796250827792401																	mM 	concentration	mouse	Detimary1996_Etc28	Experiment37
1.0	mM 	5.0	min	1.0						3.7407094842987303																	mM 	concentration	mouse	Detimary1996_Etc28	Experiment37
1.0	mM 	60.0	min	1.0						3.351920079843034																	mM 	concentration	mouse	Detimary1996_Etc28	Experiment37
																															
1.0	mM 	0.0	min	10.0						5.756212584571121																	mM 	concentration	mouse	Detimary1996_Etc36	Experiment38
1.0	mM 	5.0	min	10.0						5.1221883796381																	mM 	concentration	mouse	Detimary1996_Etc36	Experiment38
1.0	mM 	15.0	min	10.0						4.569973749535146																	mM 	concentration	mouse	Detimary1996_Etc36	Experiment38
1.0	mM 	60.0	min	10.0						3.3519200798430338																	mM 	concentration	mouse	Detimary1996_Etc36	Experiment38
																															
2.4	mM 	0.0	min	2.4						4.266580260105159																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
2.4	mM 	2.0	min	2.4						4.106177001030705																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
2.4	mM 	5.0	min	2.4						4.317892219360238																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
2.4	mM 	10.0	min	2.4						4.129789044112439																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
2.4	mM 	20.0	min	2.4						4.445226415514035																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
2.4	mM 	23.0	min	2.4						4.257855396640875																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
2.4	mM 	30.0	min	2.4						3.803064261935305																	mM 	concentration	rat	Trus1980_Etc107	Experiment39
																															
2.4	mM 	0.0	min	2.4						3.6141642111125																	mM 	concentration	rat	Trus1980_Etc123	Experiment40
2.4	mM 	2.0	min	2.4						3.459142373032345																	mM 	concentration	rat	Trus1980_Etc123	Experiment40
2.4	mM 	5.0	min	2.4						3.678139503827034																	mM 	concentration	rat	Trus1980_Etc123	Experiment40
2.4	mM 	10.0	min	2.4						3.48113834150146																	mM 	concentration	rat	Trus1980_Etc123	Experiment40
2.4	mM 	20.0	min	2.4						3.803064261935305																	mM 	concentration	rat	Trus1980_Etc123	Experiment40
																															
2.8	mM 	0.0	min	2.8						3.835452567053722																	mM 	concentration	rat	Taniguchi2000_Etc73	Experiment41
2.8	mM 	5.0	min	2.8						3.8903231331059924																	mM 	concentration	rat	Taniguchi2000_Etc73	Experiment41
2.8	mM 	10.0	min	2.8						3.9836030953948525																	mM 	concentration	rat	Taniguchi2000_Etc73	Experiment41
